type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196554974,16604,2456,-1772,-1808,560,-4563
tail,0,1592196555016,16788,2772,-2336,-1808,-259,-2985
tail,0,1592196555067,16308,2756,-2308,-1776,-1580,-4326
tail,0,1592196555116,16532,3056,-2680,-1792,-1258,-4071
tail,0,1592196555167,16144,3452,-3492,-1824,-1631,-3887
tail,0,1592196555216,16176,3512,-3224,-1792,-3152,-3393
tail,0,1592196555344,17228,3768,-3168,-1792,-4553,-1903
tail,0,1592196555345,15580,4868,-4380,-1744,-5801,3170
tail,0,1592196555512,16940,5900,-5816,-1808,-10009,-1131
tail,0,1592196555513,15536,5864,-3376,-1776,-21527,5263
tail,0,1592196555514,15180,5684,1100,-1808,-9687,2588
tail,0,1592196555519,13980,7180,-380,-1760,-5888,4242
tail,0,1592196555572,12576,6272,2972,-1792,-5095,4572
tail,0,1592196555661,14480,8276,-204,-1776,-2865,2746
tail,0,1592196555666,15724,7912,1360,-1760,-2290,406
tail,0,1592196555717,15368,8056,1420,-1792,-2097,3081
tail,0,1592196555766,15064,9344,-160,-1776,-4058,2159
tail,0,1592196555816,14820,8616,2016,-1840,-7224,3117
tail,0,1592196555866,15484,8204,2528,-1792,-9188,3534
tail,0,1592196555916,13956,8120,2536,-1776,-17394,6356
tail,0,1592196555972,14632,5704,6524,-1744,-6668,5626
tail,0,1592196556016,13968,6832,4376,-1792,-4731,6241
tail,0,1592196556066,16196,5972,6444,-1792,-10669,5874
tail,0,1592196556116,14284,2964,8192,-1744,-13210,2444
tail,0,1592196556166,13904,2948,7280,-1808,-16623,5102
tail,0,1592196556216,13988,1472,9492,-1760,-9471,3070
tail,0,1592196556266,13420,1148,10312,-1808,-7714,4235
tail,0,1592196556522,14568,1348,9832,-1776,-1838,3677
tail,0,1592196556523,13232,192,10308,-1792,-3411,4217
tail,0,1592196556523,13284,1004,8480,-1760,-11967,2476
tail,0,1592196556524,12456,-2472,10976,-1776,-8596,4974
tail,0,1592196556524,12256,-3492,9364,-1776,-7793,4640
tail,0,1592196556583,11952,-6788,11900,-1776,-7744,4348
tail,0,1592196556621,11212,-6936,9508,-1760,-4140,5877
tail,0,1592196556667,9624,-7768,10148,-1776,-4793,5683
tail,0,1592196556720,7864,-10404,11472,-1808,-7147,4753
tail,0,1592196556792,7556,-10468,10612,-1808,-2353,2873
tail,0,1592196556875,6276,-11724,11784,-1792,-6901,3228
tail,0,1592196556875,6800,-11964,10988,-1792,-2277,1123
tail,0,1592196556919,6760,-11992,10492,-1776,-1107,-318
tail,0,1592196556967,6360,-12156,10616,-1776,-2930,1844
tail,0,1592196557017,5464,-12568,10540,-1776,-967,-533
tail,0,1592196557067,6380,-10984,9688,-1760,-1157,115
tail,0,1592196557119,6168,-13300,10860,-1776,-1569,1135
tail,0,1592196557167,5492,-12232,10448,-1776,-510,2228
tail,0,1592196557221,4988,-11884,9616,-1760,-2731,390
tail,0,1592196557266,4760,-12868,10300,-1760,300,1031
tail,0,1592196557316,4748,-11816,9708,-1760,-1215,922
tail,0,1592196557367,4932,-13044,10128,-1776,-872,1071
tail,0,1592196557416,5480,-12828,10300,-1808,568,-521
tail,0,1592196557466,4884,-12980,10528,-1760,1972,588
tail,0,1592196557517,6468,-11492,11020,-1776,11295,-5751
tail,0,1592196557569,5052,-11248,10896,-1776,9318,-1157
tail,0,1592196557619,4812,-11536,12416,-1792,9988,-930
tail,0,1592196557667,4468,-9804,12256,-1760,7482,-1196
tail,0,1592196557718,4804,-10052,12964,-1776,3860,-2140
tail,0,1592196557767,4884,-9580,13480,-1776,3465,-1626
tail,0,1592196557818,6828,-9412,14080,-1792,10870,-1357
tail,0,1592196557866,4960,-7180,13708,-1760,14007,-751
tail,0,1592196557917,3808,-8220,17612,-1776,19904,-540
tail,0,1592196557969,5624,-2660,13024,-1776,21333,1707
tail,0,1592196558019,5124,-3056,16928,-1792,12262,-1459
tail,0,1592196558066,5620,-656,14564,-1792,7581,-2986
tail,0,1592196558120,5584,-672,16016,-1776,3900,-926
tail,0,1592196558166,5680,-396,16640,-1760,4952,-8
tail,0,1592196558225,5320,-224,17228,-1776,6373,-68
tail,0,1592196558282,5556,1224,15368,-1760,5745,462
tail,0,1592196558316,4872,1116,16748,-1808,5457,736
tail,0,1592196558366,5544,2524,15532,-1792,7683,705
tail,0,1592196558416,5288,2688,15628,-1792,887,-461
tail,0,1592196558466,5480,2476,16812,-1792,1931,243
tail,0,1592196558516,5304,3248,15372,-1776,1958,468
tail,0,1592196558567,5096,3264,15436,-1776,-577,173
tail,0,1592196558617,5036,2944,16268,-1776,805,583
tail,0,1592196558666,5296,3380,15596,-1792,-760,280
tail,0,1592196558716,4792,3000,16188,-1760,-1370,257
tail,0,1592196558767,5340,2980,15904,-1792,-1864,230
tail,0,1592196558816,4708,2612,15968,-1776,-1836,120
tail,0,1592196558866,5604,2636,16396,-1776,-528,-105
tail,0,1592196558916,4348,2196,16564,-1792,-2154,-900
tail,0,1592196558973,4756,2456,16272,-1760,1110,653
tail,0,1592196559017,5200,2596,16372,-1776,-556,-377
tail,0,1592196559068,4868,2668,15952,-1776,-508,415
tail,0,1592196559118,5136,2396,16064,-1792,-279,-990
tail,0,1592196559169,4784,2444,16228,-1792,-761,-1101
tail,0,1592196559217,6740,2560,14952,-1760,-1239,-1076
tail,0,1592196559268,5332,2108,16148,-1760,-3821,692
tail,0,1592196559316,6020,1940,14780,-1776,-7160,-335
tail,0,1592196559367,7368,1156,13268,-1744,-17943,4158
tail,0,1592196559417,5224,-2252,15376,-1776,-25630,4008
tail,0,1592196559467,4100,-5292,17412,-1760,-20393,3904
tail,0,1592196559517,3736,-7196,17184,-1792,-11671,2433
tail,0,1592196559567,4440,-7544,17272,-1792,-2313,2584
tail,0,1592196559617,3544,-6120,13936,-1776,-837,2821
tail,0,1592196559667,2952,-7080,15528,-1776,-4498,1411
tail,0,1592196559716,3372,-6944,15036,-1776,1641,-977
tail,0,1592196559766,3888,-7372,15940,-1776,370,-49
tail,0,1592196559817,3732,-7372,15544,-1760,-1029,-1096
tail,0,1592196559866,4164,-6996,15260,-1760,-1017,3334
tail,0,1592196559916,3320,-6848,15408,-1760,914,4737
tail,0,1592196559967,1992,-7356,16408,-1808,3039,6492
tail,0,1592196560016,1468,-6680,15516,-1808,3152,9064
tail,0,1592196560066,288,-6096,15188,-1776,1587,5668
tail,0,1592196560119,428,-6180,15560,-1776,687,2909
tail,0,1592196560167,-224,-5984,15940,-1744,436,1589
tail,0,1592196560217,-316,-5924,15920,-1760,-46,1662
tail,0,1592196560267,-192,-5772,15804,-1760,387,1262
tail,0,1592196560317,-624,-5700,15832,-1744,724,1481
tail,0,1592196560368,-392,-5748,15652,-1776,155,2692
tail,0,1592196560417,-1104,-5832,15920,-1776,303,1283
tail,0,1592196560467,-1084,-5796,15976,-1760,-206,353
tail,0,1592196560517,-796,-5468,15892,-1760,713,107
tail,0,1592196560567,-1060,-4992,15756,-1776,-367,369
tail,0,1592196560616,-1804,-5472,16092,-1744,586,-335
tail,0,1592196560666,-992,-4992,15400,-1760,1022,-576
tail,0,1592196560716,-732,-5512,16052,-1760,-679,-455
tail,0,1592196560767,-1632,-5780,16856,-1776,-565,-326
tail,0,1592196560815,-1164,-5064,15768,-1744,521,335
tail,0,1592196560866,-728,-5244,15672,-1760,503,-1087
tail,0,1592196560923,-332,-5220,16096,-1760,-125,-1569
tail,0,1592196560965,-500,-4896,15844,-1776,-82,-579
tail,0,1592196561016,-1056,-5048,16004,-1776,617,-42
tail,0,1592196561066,-356,-5016,15848,-1744,-771,-1759
tail,0,1592196561152,-592,-5460,16488,-1760,-1296,-927
tail,0,1592196561172,-720,-5372,17016,-1776,-1015,755
tail,0,1592196561230,-444,-5252,16360,-1776,404,6310
tail,0,1592196561266,-1568,-6448,16052,-1776,-3160,1382
tail,0,1592196561317,-1620,-4580,14644,-1760,-7101,-6982
tail,0,1592196561366,184,-5768,15168,-1792,-6169,-4373
tail,0,1592196561447,1588,-7516,15688,-1760,-2610,-1449
tail,0,1592196561467,-1048,-7748,15976,-1776,-2810,-2675
tail,0,1592196561516,1232,-7248,14140,-1776,-2086,-3879
tail,0,1592196561566,744,-7632,14684,-1744,-1640,-5114
tail,0,1592196561616,1992,-7600,14840,-1776,-405,-9111
tail,0,1592196561667,3932,-8076,15172,-1760,-3593,-12871
tail,0,1592196561716,3472,-7828,15380,-1776,3162,-2432
tail,0,1592196561766,5212,-7648,14276,-1760,1621,-4640
tail,0,1592196561816,4820,-6452,13084,-1760,3115,-4705
tail,0,1592196561875,6780,-6824,13876,-1776,-1033,697
tail,0,1592196561917,4588,-6888,14016,-1776,-957,-4901
tail,0,1592196561981,6100,-7308,12324,-1760,-2175,-2901
tail,0,1592196562018,5408,-7264,15152,-1792,-2742,144
tail,0,1592196562066,5576,-7240,13768,-1760,-2038,2286
tail,0,1592196562129,5324,-8292,14780,-1744,-2269,6407
tail,0,1592196562170,4832,-8608,14876,-1728,-2680,807
tail,0,1592196562218,5504,-8852,14524,-1776,-5149,-1842
tail,0,1592196562268,5484,-8924,13936,-1744,-5053,-28
tail,0,1592196562317,4904,-9708,13428,-1744,-4624,-1184
tail,0,1592196562366,4856,-11048,13496,-1776,-8678,4837
tail,0,1592196562417,3920,-11376,12648,-1760,-2366,3874
tail,0,1592196562468,3248,-10056,14176,-1776,1445,2114
tail,0,1592196562518,1800,-11752,10996,-1760,11720,10795
tail,0,1592196562568,2780,-10284,13920,-1760,2417,3015
tail,0,1592196562618,2484,-10108,13872,-1776,-292,1322
tail,0,1592196562668,2700,-10040,13612,-1744,-134,2459
tail,0,1592196562717,3152,-9984,14252,-1776,-159,2801
tail,0,1592196562767,2896,-9728,13172,-1776,-1361,1930
tail,0,1592196562845,2020,-10296,13560,-1760,-1886,2455
tail,0,1592196562867,1456,-7676,13320,-1792,4386,4240
tail,0,1592196562917,3488,-10864,15040,-1760,-46,2264
tail,0,1592196562982,784,-8308,13324,-1760,419,2035
tail,0,1592196563017,-1616,-4624,16256,-1776,7611,9592
tail,0,1592196563067,1488,-9820,15000,-1744,1890,5224
tail,0,1592196563120,1268,-9344,14120,-1776,-525,1105
tail,0,1592196563168,-288,-8156,13912,-1760,1451,2827
tail,0,1592196563219,408,-8572,14692,-1744,2865,4474
tail,0,1592196563274,-248,-8676,14272,-1760,1390,2526
tail,0,1592196563344,-772,-7700,14152,-1792,3536,2637
tail,0,1592196563368,2896,-11508,16236,-1744,798,1921
tail,0,1592196563417,-2564,-7984,14236,-1744,1334,3406
tail,0,1592196563471,-1732,-7296,14724,-1792,2702,1693
tail,0,1592196563517,-1648,-7504,15428,-1760,1451,1134
tail,0,1592196563581,-1764,-6904,15524,-1760,-34,1032
tail,0,1592196563633,-1940,-13084,14796,-1744,-2264,331
tail,0,1592196563668,-2992,-6192,15228,-1776,1474,1898
tail,0,1592196563719,-2724,-6628,14652,-1760,1875,725
tail,0,1592196563767,-2640,-6352,15844,-1776,-52,343
tail,0,1592196563817,-2388,-6060,15248,-1760,-616,-279
tail,0,1592196563867,-2444,-6416,15424,-1792,-576,26
tail,0,1592196563929,-2312,-6316,15264,-1760,-83,-15
tail,0,1592196563967,-2476,-6376,15432,-1776,-969,167
tail,0,1592196564017,-2700,-6100,15220,-1744,-571,476
tail,0,1592196564067,-2720,-6640,15580,-1760,-818,200
tail,0,1592196564118,-2636,-6276,15184,-1776,-2295,297
tail,0,1592196564166,-2700,-6340,15116,-1760,984,75
tail,0,1592196564217,-2688,-6608,15348,-1776,-1155,117
tail,0,1592196564267,-2288,-6476,14936,-1744,-1127,134
tail,0,1592196564317,-2784,-6696,15312,-1744,-150,205
tail,0,1592196564368,-2968,-6880,15316,-1776,-620,-529
tail,0,1592196564419,-2608,-6852,15176,-1744,-919,713
tail,0,1592196564469,-2808,-6328,15296,-1776,147,377
tail,0,1592196564517,-2600,-6856,15424,-1760,437,783
tail,0,1592196564575,-2784,-6520,15288,-1760,-528,939
tail,0,1592196564617,-2896,-6404,15356,-1760,584,1384
tail,0,1592196564667,-2920,-6800,15556,-1760,1000,1491
tail,0,1592196564718,-6488,-11900,9892,-1728,3775,-8453
tail,0,1592196564767,-3340,-6120,15392,-1712,470,1430
tail,0,1592196564818,-3432,-6220,15720,-1776,1018,1760
tail,0,1592196564867,-3284,-5912,15260,-1776,495,1065
tail,0,1592196564918,-4656,-5272,15636,-1728,-362,769
tail,0,1592196564967,-4224,-11404,14672,-1760,-502,621
tail,0,1592196565026,-3772,-6268,15648,-1728,1614,1216
tail,0,1592196565068,-3968,-4880,14412,-1712,652,1288
tail,0,1592196565120,-3820,-2684,13568,-1776,2057,-187
tail,0,1592196565377,-3460,-4652,15324,-1744,-343,-334
tail,0,1592196565378,-4120,-5108,15144,-1744,-221,-68
tail,0,1592196565378,-4220,-5468,15896,-1760,405,1176
tail,0,1592196565378,-4612,-4572,16076,-1728,2011,2066
tail,0,1592196565378,-3528,-4992,14868,-1728,1965,-146
tail,0,1592196565522,-4596,-4940,15856,-1792,561,-1168
tail,0,1592196565523,-4004,-4288,15316,-1776,1053,1
tail,0,1592196565523,-4676,-4528,16448,-1776,1455,596
tail,0,1592196565583,-4056,-4204,15532,-1760,1084,100
tail,0,1592196565631,-4864,-3552,15764,-1728,747,-31
tail,0,1592196565670,-2976,-4436,15444,-1760,5,-921
tail,0,1592196565749,-4280,-4248,15988,-1776,-3544,-2754
tail,0,1592196565770,-3324,-4948,15736,-1776,-4583,-3323
tail,0,1592196565820,-5532,-2768,15920,-1760,-2953,595
tail,0,1592196565871,-3208,-4920,15904,-1760,655,4066
tail,0,1592196565919,-2928,-5208,14940,-1760,-2291,920
tail,0,1592196565969,-4184,-4868,15416,-1808,-3,938
tail,0,1592196566019,-3884,-5224,16056,-1744,724,554
tail,0,1592196566069,-4912,-4084,15760,-1776,354,2389
tail,0,1592196566129,-3412,-5432,15220,-1744,-388,-244
tail,0,1592196566169,-3960,-5404,15228,-1776,-472,786
tail,0,1592196566221,-3624,-5500,15280,-1728,17,757
tail,0,1592196566269,-5064,-4672,15824,-1728,403,1488
tail,0,1592196566328,-4176,-5200,15096,-1776,272,357
tail,0,1592196566369,-3528,-4856,14540,-1744,-721,644
tail,0,1592196566428,-4376,-4948,15696,-1776,-759,2125
tail,0,1592196566470,-5236,-4928,15852,-1760,-760,1234
tail,0,1592196566519,-4840,-5084,14840,-1760,-690,1091
tail,0,1592196566569,-5056,-4848,15512,-1760,33,880
tail,0,1592196566622,-5156,-2364,15768,-1728,685,206
tail,0,1592196566669,-4524,-5024,15020,-1744,604,-1005
tail,0,1592196566728,-5056,-4316,15348,-1776,-902,427
tail,0,1592196566778,-4472,-4632,14724,-1776,-891,-1874
tail,0,1592196566825,-4744,-5088,15164,-1744,-1477,-166
tail,0,1592196566885,-5448,-4720,14900,-1744,-3015,1142
tail,0,1592196566919,-5708,-5204,16324,-1728,-226,3944
tail,0,1592196566970,-5224,-5556,14828,-1712,665,5057
tail,0,1592196567019,-4588,-5796,14068,-1744,3076,7153
tail,0,1592196567070,-6488,-3972,13652,-1744,3873,8390
tail,0,1592196567120,-7932,-3488,13180,-1776,2439,12745
tail,0,1592196567169,-11864,-2872,9208,-1776,3212,5278
tail,0,1592196567235,-10512,-4240,12976,-1792,1906,-1835
tail,0,1592196567274,-10716,-3372,11744,-1728,5712,-1653
tail,0,1592196567320,-7020,-2380,12320,-1728,3472,-7567
tail,0,1592196567370,-6492,-3288,16032,-1744,2682,-8229
tail,0,1592196567420,-6332,-2316,15252,-1744,5257,-7686
tail,0,1592196567478,-5784,-2168,14640,-1760,4943,-7846
tail,0,1592196567519,-5192,-2300,17328,-1728,4862,-3841
tail,0,1592196567569,-5044,-1284,14940,-1744,6960,-2937
tail,0,1592196567620,-4024,-1008,16464,-1744,4290,-4801
tail,0,1592196567669,-3680,828,15636,-1728,5125,-3984
tail,0,1592196567719,-4524,1028,16368,-1760,2886,-1621
tail,0,1592196567770,-3740,-572,16600,-1744,1856,-2522
tail,0,1592196567820,-3852,-356,17476,-1744,3467,-2613
tail,0,1592196567870,-2804,256,17028,-1728,5122,-3468
tail,0,1592196567919,-2340,1516,16684,-1776,4183,-3181
tail,0,1592196567970,-1888,920,16588,-1744,3142,-1755
tail,0,1592196568019,-2280,888,17144,-1744,2600,-1297
tail,0,1592196568070,-2108,1324,16600,-1744,3020,-2345
tail,0,1592196568120,-1204,2016,16608,-1728,1737,-1555
tail,0,1592196568169,-576,3252,17780,-1760,1929,-1683
tail,0,1592196568235,-780,2536,16772,-1776,1787,-1082
tail,0,1592196568269,-964,3972,16080,-1744,700,-41
tail,0,1592196568319,-556,3624,16728,-1728,2464,-579
tail,0,1592196568373,-1060,3372,16480,-1760,1848,-2079
tail,0,1592196568419,168,3692,16516,-1760,438,-629
tail,0,1592196568477,-2024,2984,16816,-1776,528,703
tail,0,1592196568519,176,3416,15892,-1744,-648,122
tail,0,1592196568569,-468,3468,16296,-1760,78,-1143
tail,0,1592196568620,-196,4276,15960,-1760,-867,205
tail,0,1592196568673,980,4004,16988,-1776,-1262,-32
tail,0,1592196568719,44,3712,16272,-1744,-1176,670
tail,0,1592196568771,352,3780,16328,-1760,-2014,893
tail,0,1592196568818,848,3416,16884,-1728,-715,52
tail,0,1592196568877,-160,3416,16596,-1744,-1061,962
tail,0,1592196568919,-120,3536,16484,-1776,-641,563
tail,0,1592196568993,-56,3312,16724,-1728,-368,463
tail,0,1592196569026,-528,3256,16524,-1728,-153,415
tail,0,1592196569077,-172,3444,16688,-1728,-212,-65
tail,0,1592196569126,292,3360,16552,-1728,-65,-18
tail,0,1592196569169,-240,2960,16744,-1744,-192,-422
tail,0,1592196569220,408,3576,16656,-1744,-245,-2
tail,0,1592196569269,-180,3360,16708,-1744,-439,394
tail,0,1592196569319,120,3300,16480,-1776,-163,-107
tail,0,1592196569369,352,3516,16536,-1744,-175,-66
tail,0,1592196569427,176,3432,16632,-1728,-184,239
tail,0,1592196569468,8,3248,16608,-1760,-2,26
tail,0,1592196569519,240,3316,16864,-1712,582,-1171
tail,0,1592196569569,788,3752,16728,-1744,571,-828
tail,0,1592196569619,136,3620,16484,-1712,821,-1020
tail,0,1592196569669,864,3700,16264,-1760,386,-3093
tail,0,1592196569731,544,3756,16568,-1760,1048,-1563
tail,0,1592196569772,644,3680,16548,-1760,2240,-3291
tail,0,1592196569820,676,3832,16228,-1744,4027,-5629
tail,0,1592196569875,2416,4840,15836,-1744,4240,-5560
tail,0,1592196569931,3488,5752,15420,-1712,2898,-3512
tail,0,1592196569969,3992,6396,15508,-1760,661,-540
tail,0,1592196570027,2432,5392,15980,-1760,-281,433
tail,0,1592196570069,2884,5280,16236,-1776,-487,293
tail,0,1592196570119,3108,5660,15768,-1776,-70,-6
tail,0,1592196570169,2808,5688,15684,-1760,-160,220
tail,0,1592196570219,2532,5576,15624,-1728,-152,-255
tail,0,1592196570269,3140,5844,15700,-1744,-125,63
tail,0,1592196570319,2880,5684,15792,-1760,-306,233
tail,0,1592196570371,2992,5672,15840,-1760,-353,151
tail,0,1592196570419,2832,5676,15740,-1712,-156,-10
tail,0,1592196570480,2832,5740,15684,-1744,-289,225
tail,0,1592196570519,2880,5732,15884,-1728,-274,251
tail,0,1592196570568,2892,5744,15960,-1744,-295,91
tail,0,1592196570619,2888,5796,15612,-1744,-453,189
tail,0,1592196570668,2876,5660,15836,-1760,-500,522
tail,0,1592196570719,2704,5684,15768,-1712,-379,277
tail,0,1592196570769,2808,5740,15668,-1744,-206,663
tail,0,1592196570819,2700,5796,15940,-1744,-440,828
tail,0,1592196570870,2480,5528,15864,-1728,-437,214
tail,0,1592196570927,1824,5640,15872,-1728,-201,714
tail,0,1592196570969,3160,5772,15904,-1728,-299,104
tail,0,1592196571028,2584,5596,15816,-1744,-424,-324
tail,0,1592196571069,1832,5648,15768,-1712,-267,373
tail,0,1592196571120,556,5672,16380,-1760,-539,2332
tail,0,1592196571177,3628,5424,15588,-1728,-589,908
tail,0,1592196571219,1656,5644,16076,-1744,-588,1692
tail,0,1592196571269,916,5048,16452,-1744,-1598,4013
tail,0,1592196571319,1632,4628,16028,-1744,-355,5096
tail,0,1592196571369,2960,5400,15892,-1760,1129,6556
tail,0,1592196571419,1108,5012,15476,-1760,-2678,2260
tail,0,1592196571470,11952,3276,21484,-1744,3377,2749
tail,0,1592196571519,4452,1236,13864,-1712,12547,6097
tail,0,1592196571571,-12952,2248,14720,-1728,10598,8164
tail,0,1592196571620,-12436,6268,11984,-1728,-4564,5868
tail,0,1592196571670,-12148,668,13264,-1760,-28808,-12281
tail,0,1592196571720,11492,1588,19148,-1776,-4603,1802
tail,0,1592196571771,7772,3952,16256,-1760,13552,6636
tail,0,1592196571820,-12524,3472,14536,-1760,14861,6940
tail,0,1592196571870,-14172,1108,13008,-1728,-1189,6212
tail,0,1592196571920,-10736,5508,13612,-1744,-23268,-8333
tail,0,1592196571972,3776,2712,17496,-1744,-12536,-10902
tail,0,1592196572019,21936,3796,16844,-1776,4041,-5751
tail,0,1592196572071,-13496,-1676,16092,-1744,20450,12093
tail,0,1592196572119,-9928,3556,12612,-1728,2103,3305
tail,0,1592196572181,-10012,5812,13816,-1728,-17253,115
tail,0,1592196572220,4008,3096,17956,-1744,-11879,-7454
tail,0,1592196572273,25200,4572,15764,-1712,8711,-2408
tail,0,1592196572319,-17212,-476,14388,-1744,13645,7999
tail,0,1592196572370,-15072,2116,12632,-1760,-5349,2772
tail,0,1592196572420,-7876,1792,14128,-1760,-23984,-9948
tail,0,1592196572469,9168,4952,16328,-1744,-3494,-1943
tail,0,1592196572524,18816,872,18352,-1744,21941,12611
tail,0,1592196572570,-20760,-2924,10724,-1728,8754,4738
tail,0,1592196572620,-13044,5460,14452,-1728,-9704,4433
tail,0,1592196572674,-4172,1780,14460,-1728,-21888,-10007
tail,0,1592196572719,20596,7420,18040,-1744,-1268,-9524
tail,0,1592196572782,-12116,-1088,18212,-1744,22474,7001
tail,0,1592196572820,-14160,1688,11768,-1728,-1377,2223
tail,0,1592196572869,-9272,2032,13904,-1728,-20094,-3829
tail,0,1592196572929,6076,3608,17612,-1728,-10370,-7238
tail,0,1592196572970,27252,5180,15968,-1728,6376,-6041
tail,0,1592196573028,-22620,-4428,13792,-1744,17019,12328
tail,0,1592196573078,-15776,1916,14176,-1744,-4902,8275
tail,0,1592196573120,-3400,3536,13044,-1744,-24044,-7468
tail,0,1592196573172,15676,5368,19156,-1744,-1199,-4405
tail,0,1592196573220,-3840,-300,17020,-1696,19893,8624
tail,0,1592196573270,-12592,3604,12732,-1776,634,5860
tail,0,1592196573328,-13860,3716,12356,-1744,-20233,-304
tail,0,1592196573369,9048,2952,18636,-1728,-8312,-6583
tail,0,1592196573420,20752,3880,16700,-1760,8810,-1960
tail,0,1592196573469,-23464,-1704,10620,-1744,13209,8518
tail,0,1592196573520,-14168,3972,14804,-1744,-7930,5578
tail,0,1592196573569,576,824,16748,-1760,-19039,-11989
tail,0,1592196573623,18436,5980,17716,-1728,2108,-7298
tail,0,1592196573670,-19412,-4032,14928,-1744,20733,11875
tail,0,1592196573724,-13176,3652,13220,-1712,643,4339
