type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196740908,-11068,-3096,5928,-1648,-24623,-1448
tail,0,1592196740960,32767,-14116,424,-1632,6163,-16782
tail,0,1592196741009,11496,-8816,5652,-1648,10823,17857
tail,0,1592196741056,-7264,8676,4112,-1648,-953,4750
tail,0,1592196741108,4464,-18676,14520,-1648,-26013,-24042
tail,0,1592196741157,32767,-6080,4332,-1616,2812,10598
tail,0,1592196741208,8496,-11576,4408,-1632,12699,19295
tail,0,1592196741258,-17544,10856,2372,-1632,-6697,9574
tail,0,1592196741391,27676,-22984,16708,-1616,-16621,-32768
tail,0,1592196741392,31276,-9612,10080,-1680,2605,14898
tail,0,1592196741419,1120,3644,6524,-1680,6764,6082
tail,0,1592196741465,-23356,8356,336,-1664,-15504,16309
tail,0,1592196741508,32767,-27252,14348,-1648,-2402,-32768
tail,0,1592196741562,30864,-20048,10936,-1648,10733,22601
tail,0,1592196741607,-14240,9912,3012,-1696,4307,7204
tail,0,1592196741657,-15252,-700,4988,-1664,-24865,323
tail,0,1592196741707,32767,-20680,5060,-1648,3596,-32768
tail,0,1592196741766,10804,-12884,7320,-1648,12551,18536
tail,0,1592196741843,-3572,8656,5972,-1664,-448,-1109
tail,0,1592196741862,-5240,-1316,6912,-1616,-18851,-494
tail,0,1592196741907,32767,-12728,3220,-1648,2200,-22300
tail,0,1592196741957,19500,-10484,8708,-1648,11344,9085
tail,0,1592196742007,-11780,9836,4076,-1632,-61,5888
tail,0,1592196742057,3948,-6340,10904,-1648,-20748,-7376
tail,0,1592196742107,32767,-6296,316,-1664,2465,-3948
tail,0,1592196742157,860,-7476,3268,-1648,12860,18986
tail,0,1592196742208,-5544,9784,4692,-1648,-4480,4060
tail,0,1592196742258,29004,-5532,14372,-1632,-3760,-20547
tail,0,1592196742307,26864,-1760,11436,-1632,4493,3950
tail,0,1592196742358,-5028,8876,4824,-1648,16,6706
tail,0,1592196742407,7920,1288,9916,-1680,-11810,-4424
tail,0,1592196742458,32767,-1036,5272,-1680,2708,-2045
tail,0,1592196742508,7300,3496,6244,-1664,4170,4605
tail,0,1592196742557,6792,3556,10264,-1648,-7447,-3087
tail,0,1592196742606,22104,1360,6620,-1648,855,69
tail,0,1592196742657,17164,2148,7024,-1648,3797,1496
tail,0,1592196742706,6176,6620,7524,-1664,-1067,783
tail,0,1592196742757,13672,3744,8548,-1616,-2399,364
tail,0,1592196742841,19052,1916,8268,-1648,583,-969
tail,0,1592196742859,13464,3364,8036,-1632,-286,-205
tail,0,1592196742907,15052,2964,8520,-1632,-164,106
tail,0,1592196742957,14816,2992,8104,-1648,-210,-338
tail,0,1592196743006,14196,3180,7996,-1648,-371,242
tail,0,1592196743065,15056,2772,8032,-1648,114,-234
tail,0,1592196743111,14908,3112,8276,-1664,-270,-995
tail,0,1592196743162,13880,3644,7692,-1648,77,-229
tail,0,1592196743211,14816,3044,8272,-1648,-99,275
tail,0,1592196743258,14728,3488,8192,-1648,-234,-98
tail,0,1592196743313,14436,3380,8104,-1664,-408,-216
tail,0,1592196743358,14444,3460,8028,-1648,-458,388
tail,0,1592196743413,14524,3508,7860,-1616,-457,164
tail,0,1592196743470,14332,3556,7864,-1648,-352,394
tail,0,1592196743508,14860,3336,8104,-1632,-392,-125
tail,0,1592196743557,14604,3380,8072,-1648,-563,402
tail,0,1592196743622,15628,3132,8316,-1648,-320,-344
tail,0,1592196743657,14464,3720,7960,-1664,667,-320
tail,0,1592196743711,14756,3908,7828,-1664,129,-434
tail,0,1592196743765,12664,4116,7296,-1632,-1238,1743
tail,0,1592196743808,16396,2620,8772,-1680,-1122,-284
tail,0,1592196743858,21116,1400,8728,-1648,674,-2421
tail,0,1592196743917,9512,5452,7168,-1648,2236,4900
tail,0,1592196743957,424,7460,6428,-1632,-5129,5409
tail,0,1592196744009,22524,-3724,12344,-1664,-6292,-8814
tail,0,1592196744057,30344,-2916,8360,-1632,4295,-74
tail,0,1592196744107,2428,7368,6008,-1648,1916,1575
tail,0,1592196744157,5756,5548,8372,-1648,-6153,-36
tail,0,1592196744208,26368,-456,8072,-1664,240,-5161
tail,0,1592196744258,15616,2988,7416,-1632,3456,1390
tail,0,1592196744308,1056,8556,6068,-1648,-2162,5191
tail,0,1592196744358,23504,-156,10864,-1616,-2460,-8385
tail,0,1592196744408,15752,3312,8412,-1648,2323,1050
tail,0,1592196744457,6000,6672,6628,-1648,-405,2973
tail,0,1592196744508,17912,2200,11188,-1664,-2626,-4473
tail,0,1592196744557,17320,2800,8684,-1632,983,757
tail,0,1592196744607,6116,6908,5712,-1648,400,4545
tail,0,1592196744658,21336,1764,11108,-1680,-1664,-5808
tail,0,1592196744708,17524,3572,8824,-1616,2208,94
tail,0,1592196744758,4928,7520,5988,-1664,180,5007
tail,0,1592196744809,18712,1472,11748,-1664,-3077,-5967
tail,0,1592196744858,19280,2392,9352,-1680,1550,2001
tail,0,1592196744907,6120,7204,6452,-1648,588,3630
tail,0,1592196744960,13584,4904,10176,-1648,-2445,-2894
tail,0,1592196745007,17768,3920,8652,-1680,449,-174
tail,0,1592196745060,10348,7004,7776,-1648,-1,1386
tail,0,1592196745344,13288,6584,7868,-1648,-763,-77
tail,0,1592196745345,13888,6248,7724,-1632,58,287
tail,0,1592196745345,13112,6344,7808,-1600,-188,-64
tail,0,1592196745345,14320,6136,7692,-1648,-136,674
tail,0,1592196745347,13964,6244,7796,-1648,-287,243
tail,0,1592196745364,13608,6044,8172,-1648,-626,347
tail,0,1592196745428,13840,6140,7808,-1648,-224,955
tail,0,1592196745498,13568,6156,7776,-1664,-129,-6
tail,0,1592196745530,13812,6028,7812,-1664,-590,107
tail,0,1592196745614,13808,5976,8008,-1664,-238,-281
tail,0,1592196745630,14056,5988,8004,-1664,-348,-23
tail,0,1592196745671,12996,6084,8596,-1664,-377,200
tail,0,1592196745722,13556,6304,7816,-1648,-359,707
tail,0,1592196745771,13292,6460,7988,-1648,-276,-211
tail,0,1592196745823,12996,6480,7960,-1632,-266,6
tail,0,1592196745873,13932,6140,8256,-1664,-248,-354
tail,0,1592196745925,13184,6692,8056,-1632,-262,-39
tail,0,1592196745972,14272,6152,8192,-1696,-191,-207
tail,0,1592196746021,13372,6636,8060,-1648,-24,196
tail,0,1592196746072,13660,6524,7888,-1648,-47,-112
tail,0,1592196746121,14444,6592,8008,-1680,-115,919
tail,0,1592196746172,13472,7168,8448,-1632,-54,554
tail,0,1592196746221,11016,8600,7624,-1664,729,2254
tail,0,1592196746272,7752,9044,7948,-1680,-204,235
tail,0,1592196746322,11312,4072,11976,-1680,-7684,-6745
tail,0,1592196746372,19476,4844,6276,-1680,-1199,6019
tail,0,1592196746422,17104,6152,6664,-1664,3056,366
tail,0,1592196746475,-1148,9640,7424,-1696,-3738,5570
tail,0,1592196746522,19632,4112,8292,-1664,-1094,-9367
tail,0,1592196746572,17300,4584,9380,-1648,2114,-1078
tail,0,1592196746622,1908,8432,5708,-1648,212,6737
tail,0,1592196746674,19556,3384,10876,-1616,-2055,-5249
tail,0,1592196746722,17796,4600,9140,-1664,2133,-579
tail,0,1592196746890,5220,8000,6320,-1664,925,5151
tail,0,1592196746891,18052,4040,11580,-1632,-1421,-7718
tail,0,1592196746891,17960,5456,8716,-1664,2458,1934
tail,0,1592196746935,8532,8116,8688,-1664,863,1446
tail,0,1592196746994,12032,8252,9092,-1680,-576,-2210
tail,0,1592196747027,10444,8692,8608,-1664,-390,722
tail,0,1592196747074,10804,8692,8212,-1696,-208,-489
tail,0,1592196747123,14276,7980,8368,-1664,-482,-49
tail,0,1592196747175,12480,8212,8280,-1648,-611,340
tail,0,1592196747223,13388,8260,8276,-1648,-477,-33
tail,0,1592196747273,12352,8372,8704,-1648,240,-774
tail,0,1592196747322,11464,8984,8512,-1648,-4,113
tail,0,1592196747372,8624,9500,8220,-1632,-591,590
tail,0,1592196747423,6520,5532,11928,-1632,-7230,-1163
tail,0,1592196747473,27812,4428,5404,-1680,-1301,-3069
tail,0,1592196747523,13272,6104,5280,-1648,3921,3965
tail,0,1592196747573,-6632,11140,5588,-1648,-4024,7492
tail,0,1592196747623,27068,-592,13752,-1664,-720,-16262
tail,0,1592196747673,18316,3508,10040,-1696,3322,4734
tail,0,1592196747728,-5780,11360,5248,-1664,-3759,5877
tail,0,1592196747793,26432,3488,10192,-1664,2032,-9067
tail,0,1592196747825,15984,5960,9028,-1632,2230,632
tail,0,1592196747880,3332,9504,6740,-1648,-862,2121
tail,0,1592196747929,23116,6640,8480,-1632,2497,-4021
tail,0,1592196747974,5888,9864,6832,-1616,987,3624
tail,0,1592196748023,5088,10584,9040,-1664,-666,-1606
tail,0,1592196748075,11520,9892,7648,-1632,-100,-618
tail,0,1592196748123,12096,9264,7824,-1680,-1023,-457
tail,0,1592196748173,13724,9084,7672,-1648,-504,111
tail,0,1592196748231,13344,8824,8412,-1664,-728,-744
tail,0,1592196748299,11944,9048,7888,-1664,371,411
tail,0,1592196748324,5604,10532,5492,-1680,-1627,4313
tail,0,1592196748373,18100,-1468,14080,-1664,-7642,-13331
tail,0,1592196748423,20820,1360,8472,-1664,1803,8773
tail,0,1592196748473,6472,7632,4664,-1648,1547,7116
tail,0,1592196748523,452,7496,10472,-1680,-7990,-2799
tail,0,1592196748573,27704,4344,6924,-1664,1236,-572
tail,0,1592196748625,18520,5684,6616,-1648,2682,1683
tail,0,1592196748673,-1572,8848,9396,-1648,-4665,2096
tail,0,1592196748726,27280,4068,7732,-1664,1431,-6585
tail,0,1592196748772,9800,7468,4320,-1632,2510,8554
tail,0,1592196748823,-5860,10624,8856,-1680,-5911,1685
tail,0,1592196748873,32767,4748,5904,-1648,3303,-7186
tail,0,1592196748922,8108,8236,5588,-1664,3127,7138
tail,0,1592196748973,1840,11944,8072,-1664,-152,-218
tail,0,1592196749048,10604,10932,8804,-1680,900,-1806
tail,0,1592196749073,10420,11248,8224,-1664,-87,-679
tail,0,1592196749301,8440,11400,7616,-1648,-269,-211
tail,0,1592196749302,9664,11176,7388,-1648,-786,503
tail,0,1592196749303,9768,11312,7196,-1664,-702,535
tail,0,1592196749306,8556,10976,7828,-1632,-752,1236
tail,0,1592196749331,-5176,6536,8888,-1664,-13867,4582
tail,0,1592196749386,32767,4964,156,-1648,5210,-4775
tail,0,1592196749424,10748,6692,6000,-1664,4058,3227
tail,0,1592196749484,-3956,10840,5660,-1664,-4724,6663
tail,0,1592196749524,23724,2368,12596,-1648,-2838,-9789
tail,0,1592196749574,16704,6244,7656,-1648,1833,852
tail,0,1592196749624,7108,7232,8208,-1632,-748,2046
tail,0,1592196749674,17188,4588,10812,-1664,-2592,-2967
tail,0,1592196749723,24620,4332,7848,-1680,4676,364
tail,0,1592196749774,496,9872,9332,-1680,-1878,2471
tail,0,1592196749824,10236,8024,10352,-1680,-1265,-2943
tail,0,1592196749873,13572,8836,6356,-1664,664,768
tail,0,1592196749926,11024,8816,8404,-1632,-28,-918
tail,0,1592196749974,11940,8744,8156,-1680,-263,540
tail,0,1592196750026,11804,8904,7860,-1648,-404,531
tail,0,1592196750073,11496,8824,8092,-1632,-217,76
tail,0,1592196750124,12644,8620,8148,-1664,-359,177
tail,0,1592196750174,11612,8944,8476,-1648,-6,0
tail,0,1592196750243,11168,9136,8152,-1648,-552,-6
tail,0,1592196750274,12704,8532,8856,-1680,-305,-306
tail,0,1592196750331,12140,8716,8404,-1664,-82,340
tail,0,1592196750377,11620,8956,7992,-1680,-421,-53
tail,0,1592196750425,12776,8560,8568,-1616,-516,-207
tail,0,1592196750475,12240,8824,8292,-1648,-204,-107
tail,0,1592196750523,11468,9020,8308,-1664,-438,162
tail,0,1592196750574,12376,8628,8624,-1664,-297,-627
tail,0,1592196750624,11744,9016,8412,-1632,-304,-146
tail,0,1592196750684,11724,8984,8472,-1648,106,-361
tail,0,1592196750723,11900,9048,8080,-1680,-147,28
tail,0,1592196750777,12196,9000,8340,-1680,21,-129
tail,0,1592196750824,11416,9268,8280,-1648,-453,82
tail,0,1592196750874,12292,9008,8628,-1664,-178,-184
tail,0,1592196750929,10832,9428,8292,-1664,-148,256
tail,0,1592196750985,11520,9540,8200,-1664,-460,94
tail,0,1592196751024,11684,9580,8280,-1648,-478,-103
tail,0,1592196751075,10980,9552,8296,-1648,-344,250
tail,0,1592196751123,11664,9464,7972,-1680,-118,243
tail,0,1592196751174,11328,9668,8060,-1664,-361,-218
tail,0,1592196751223,11640,9616,8080,-1632,-279,-49
tail,0,1592196751273,11364,9432,8364,-1632,-388,32
tail,0,1592196751324,12208,9176,8580,-1648,-303,-439
tail,0,1592196751374,11188,9616,8324,-1648,-151,-59
tail,0,1592196751423,11804,9504,8096,-1632,-123,46
tail,0,1592196751474,11684,9376,8200,-1648,-341,4
tail,0,1592196751523,11252,9476,8048,-1664,-204,258
tail,0,1592196751575,11628,9536,8092,-1632,-308,-30
tail,0,1592196751626,11428,9604,8132,-1680,-177,58
tail,0,1592196751676,11688,9512,8280,-1648,135,-17
tail,0,1592196751755,12060,9584,7888,-1648,-44,262
tail,0,1592196751774,11004,9860,7956,-1664,-294,491
tail,0,1592196751826,11400,9792,8488,-1664,268,214
tail,0,1592196751874,11332,10112,8104,-1648,250,1111
tail,0,1592196751924,10928,10512,7924,-1648,362,2319
tail,0,1592196751974,10052,10892,8460,-1680,510,516
tail,0,1592196752025,9764,11308,8080,-1680,447,1529
tail,0,1592196752073,9568,11692,7976,-1632,160,65
tail,0,1592196752127,9040,11836,8356,-1696,32,536
tail,0,1592196752173,8268,12280,8236,-1664,292,1478
tail,0,1592196752223,8488,12508,8408,-1680,552,320
tail,0,1592196752275,9072,12836,8028,-1680,274,521
tail,0,1592196752324,8832,13084,8240,-1648,-541,286
tail,0,1592196752377,4124,13372,8252,-1664,340,412
tail,0,1592196752427,-208,13628,8556,-1664,-874,-3765
tail,0,1592196752474,3632,14228,7796,-1680,832,-80
tail,0,1592196752524,-1308,13820,7664,-1648,-665,616
tail,0,1592196752575,-11116,7384,5084,-1680,-15093,1492
tail,0,1592196752625,32767,2620,14068,-1664,-1023,-18683
tail,0,1592196752674,25416,3388,6476,-1664,7089,6803
tail,0,1592196752848,-6920,11848,8220,-1648,-754,3792
tail,0,1592196752849,-5824,13172,5808,-1648,-2790,2189
tail,0,1592196752849,7352,6324,10568,-1680,-6128,-5799
tail,0,1592196752885,28276,7000,9032,-1664,2264,-6654
tail,0,1592196752934,7372,8784,8084,-1632,-2310,4115
tail,0,1592196752974,16084,8024,9184,-1696,1317,-787
tail,0,1592196753024,11220,9124,8244,-1680,1072,-167
tail,0,1592196753074,13628,9408,8104,-1648,1815,-1005
tail,0,1592196753133,7964,10388,6872,-1648,1609,3681
tail,0,1592196753174,-3208,12988,5808,-1648,-2569,4970
tail,0,1592196753224,-2544,440,11872,-1664,-16893,-1661
tail,0,1592196753274,32767,-440,8932,-1632,6105,-14789
tail,0,1592196753324,3656,5568,6812,-1664,4431,9252
tail,0,1592196753374,11228,8684,10408,-1648,201,-2123
tail,0,1592196753424,7216,9440,8224,-1680,-1172,899
tail,0,1592196753475,14220,7896,8476,-1680,-1931,-1549
tail,0,1592196753523,12364,8036,8848,-1680,355,-391
tail,0,1592196753574,13048,7708,9100,-1664,614,-1063
tail,0,1592196753635,11712,8268,8260,-1664,-345,201
tail,0,1592196753673,12588,8268,7820,-1664,-858,838
tail,0,1592196753724,12072,8332,8304,-1648,-871,-49
tail,0,1592196753774,11816,8284,8164,-1680,-464,367
tail,0,1592196753824,12564,8020,8412,-1632,-303,380
tail,0,1592196753873,11936,8208,8652,-1664,-66,65
tail,0,1592196753923,12284,8156,8296,-1648,-389,48
tail,0,1592196753974,13528,7660,8496,-1680,-616,60
tail,0,1592196754024,12132,8304,8428,-1648,-272,-568
tail,0,1592196754074,12360,8204,8320,-1648,-477,403
tail,0,1592196754123,12044,8324,8416,-1664,-576,456
tail,0,1592196754176,12592,7992,8324,-1664,-521,117
tail,0,1592196754229,12916,7968,8792,-1648,-517,134
tail,0,1592196754279,12428,8080,8076,-1680,-527,85
tail,0,1592196754333,12464,7848,8584,-1648,-585,188
tail,0,1592196754374,12696,7772,8868,-1680,-398,171
tail,0,1592196754425,11996,7968,8496,-1648,-408,135
tail,0,1592196754474,12992,7596,8728,-1696,-300,-222
tail,0,1592196754535,12452,7872,8432,-1680,-240,-112
tail,0,1592196754574,12588,7676,8460,-1648,-81,-645
tail,0,1592196754624,12056,7996,8596,-1632,-170,85
tail,0,1592196754674,12404,7828,8256,-1664,-51,30
tail,0,1592196754723,12484,7852,8584,-1648,-265,26
tail,0,1592196754781,12232,7992,8312,-1680,-355,252
tail,0,1592196754824,12736,7760,8220,-1632,-250,-24
tail,0,1592196754874,12288,8024,8248,-1648,-455,200
tail,0,1592196754924,12744,7552,8848,-1648,-235,-472
tail,0,1592196754974,12736,7876,8356,-1680,52,-364
tail,0,1592196755024,12368,7924,8292,-1664,-192,-70
tail,0,1592196755078,12500,7800,8704,-1664,-258,272
tail,0,1592196755376,11916,8172,8436,-1680,-252,208
tail,0,1592196755377,12992,7748,8260,-1680,-454,139
tail,0,1592196755378,12252,7876,8344,-1680,-247,107
tail,0,1592196755378,12156,7992,8540,-1680,-470,170
tail,0,1592196755383,12852,8012,8532,-1664,-334,57
tail,0,1592196755384,12928,7876,8624,-1664,-377,-297
tail,0,1592196755452,12580,7768,8636,-1648,-223,164
tail,0,1592196755491,12612,7744,8392,-1648,-293,0
tail,0,1592196755527,12560,7684,8812,-1664,-372,-39
tail,0,1592196755817,12704,7908,8452,-1664,-242,36
tail,0,1592196755818,12808,7900,8460,-1632,-275,371
tail,0,1592196755819,12768,7676,8460,-1664,-309,-55
tail,0,1592196755819,12652,7820,8272,-1648,-411,240
tail,0,1592196755824,12388,7852,8700,-1648,-521,424
tail,0,1592196755836,12276,7736,8240,-1680,-560,149
tail,0,1592196755948,12184,7720,8460,-1680,-850,541
tail,0,1592196755950,11784,7696,8100,-1664,-1113,1140
tail,0,1592196755976,13816,6692,9008,-1664,-1014,-106
tail,0,1592196757258,13672,6504,8844,-1648,-413,39
tail,0,1592196757259,20516,4372,11116,-1680,1653,-5318
tail,0,1592196757259,21548,5468,8316,-1664,-2112,12061
tail,0,1592196757260,-8076,11876,10876,-1696,776,-322
tail,0,1592196757260,-3916,10452,6280,-1664,-2780,-8365
tail,0,1592196757261,30472,2428,11668,-1648,-900,-9802
tail,0,1592196757261,16116,7176,8112,-1648,871,-586
tail,0,1592196757261,5148,10428,5256,-1696,2237,5007
tail,0,1592196757289,4980,10784,9160,-1664,-629,1525
tail,0,1592196757327,13400,8600,8260,-1648,348,-800
tail,0,1592196757362,12888,8612,8852,-1680,-289,-64
tail,0,1592196757501,11352,8908,9244,-1648,100,416
tail,0,1592196757502,10840,9464,8380,-1696,-117,182
tail,0,1592196757504,10776,9340,8604,-1664,-138,-65
tail,0,1592196757559,11980,9288,8568,-1680,-479,-449
tail,0,1592196757613,11264,9580,8244,-1680,-120,1196
tail,0,1592196757654,10480,9652,8724,-1680,-468,-141
tail,0,1592196757725,11016,9896,8948,-1712,-85,62
tail,0,1592196757762,9668,10156,8444,-1632,-706,805
tail,0,1592196757804,12284,9404,9284,-1696,-12,-119
tail,0,1592196757856,11280,9800,8592,-1664,-146,409
tail,0,1592196757907,10596,9964,8668,-1664,-728,234
tail,0,1592196757956,11028,9600,9000,-1680,-565,840
tail,0,1592196758005,10140,10176,8548,-1680,-470,424
tail,0,1592196758063,11492,9548,9380,-1680,-418,432
tail,0,1592196758104,10288,10100,8580,-1632,-680,821
tail,0,1592196758155,10568,9828,9064,-1664,-1371,1595
tail,0,1592196758213,10024,9840,9656,-1664,-1096,1036
tail,0,1592196758255,9576,9840,9732,-1664,-1226,1403
tail,0,1592196758306,9544,9844,9648,-1680,-975,969
tail,0,1592196758356,9540,9960,9476,-1680,-666,937
tail,0,1592196758404,9444,9912,9588,-1680,-1173,1435
tail,0,1592196758469,10396,9596,10268,-1680,53,-100
tail,0,1592196758504,10072,9888,9540,-1696,-550,369
tail,0,1592196758558,9756,9892,10048,-1664,-610,992
tail,0,1592196758605,10108,10208,9072,-1648,-337,907
tail,0,1592196758654,9536,9788,10464,-1680,-709,377
tail,0,1592196758704,9408,9972,9888,-1680,-223,-50
tail,0,1592196758754,9752,9976,9520,-1712,-981,1050
tail,0,1592196758804,9160,9852,10116,-1664,-744,577
tail,0,1592196758854,9368,9772,10168,-1696,-319,326
tail,0,1592196758904,9476,10088,9568,-1696,-715,738
tail,0,1592196758953,9500,9656,10484,-1632,-742,696
tail,0,1592196759005,9432,9756,10484,-1680,-679,516
tail,0,1592196759057,9164,10116,9924,-1680,-818,691
tail,0,1592196759104,9028,9884,10460,-1648,-998,1280
tail,0,1592196759154,9052,9572,11100,-1680,-1123,942
tail,0,1592196759204,8808,9860,10500,-1680,-942,901
tail,0,1592196759254,8444,9968,10480,-1664,-491,585
tail,0,1592196759340,8672,9680,11072,-1680,-605,142
tail,0,1592196759360,8712,9912,10720,-1664,-1092,870
tail,0,1592196759405,9108,9728,10964,-1648,-317,361
tail,0,1592196759455,8348,9984,10360,-1680,-625,384
tail,0,1592196759504,8628,9808,10740,-1664,-466,80
tail,0,1592196759555,8780,9760,11128,-1664,-671,240
tail,0,1592196759604,8232,9848,10748,-1680,-510,563
tail,0,1592196759654,8504,9832,10980,-1648,-836,848
tail,0,1592196759706,8612,9760,10784,-1664,-959,934
tail,0,1592196759754,7676,9660,11116,-1680,-1176,1818
tail,0,1592196759805,8492,9960,10300,-1632,-1125,1387
tail,0,1592196759854,8744,9788,10952,-1664,-669,958
tail,0,1592196759907,8632,9596,11976,-1648,-775,599
tail,0,1592196759955,8032,9580,11928,-1648,-305,148
tail,0,1592196760004,7620,9888,11276,-1680,-848,847
tail,0,1592196760058,7788,9816,11120,-1696,-831,134
tail,0,1592196760109,8124,9368,12428,-1648,-579,669
tail,0,1592196760154,7912,9784,11180,-1680,-771,346
tail,0,1592196760204,8252,9328,12032,-1648,-792,555
tail,0,1592196760254,7320,9612,11840,-1664,-706,311
tail,0,1592196760369,7980,9412,12064,-1664,-20,-438
tail,0,1592196760369,7408,9992,10676,-1664,-483,84
tail,0,1592196760407,7544,9756,11344,-1712,-584,242
tail,0,1592196760454,7780,9484,11996,-1648,-853,247
tail,0,1592196760505,7688,9624,11552,-1664,-730,-270
tail,0,1592196760554,7252,9168,12000,-1664,-1231,-584
tail,0,1592196760612,9584,9108,11092,-1648,174,-2343
tail,0,1592196760654,9796,8516,12248,-1712,-849,-536
tail,0,1592196760777,9372,8428,12016,-1680,203,-1880
tail,0,1592196760778,8896,8692,11144,-1664,352,-1922
tail,0,1592196760853,9496,8152,11752,-1648,3436,-4923
tail,0,1592196760873,10148,8960,10072,-1680,1643,-3509
tail,0,1592196760918,10976,8392,11708,-1680,2176,-3599
tail,0,1592196760954,9740,9616,8668,-1664,2015,-3046
tail,0,1592196761004,10840,9232,9168,-1664,512,-775
tail,0,1592196761055,10840,9120,9188,-1648,-836,104
tail,0,1592196761104,10844,9028,9404,-1680,-1216,688
tail,0,1592196761154,10984,8920,9776,-1696,-1164,410
tail,0,1592196761204,11144,8364,10372,-1664,-1508,1109
tail,0,1592196761254,11420,8352,9808,-1632,-1078,127
tail,0,1592196761304,11272,8236,9864,-1680,-1097,-119
tail,0,1592196761354,11360,8484,9316,-1680,-1519,197
tail,0,1592196761406,10816,8384,9784,-1664,-2085,648
tail,0,1592196761455,10216,8440,9148,-1648,-2462,1544
tail,0,1592196761509,10156,7748,8548,-1680,-4078,3266
tail,0,1592196761558,12160,5968,9640,-1648,-7493,7181
tail,0,1592196761604,10988,5200,10372,-1680,-6616,7792
tail,0,1592196761654,10828,3852,11904,-1664,-9807,10941
tail,0,1592196761707,12300,2688,12040,-1664,-9873,11781
tail,0,1592196761759,8516,2616,11664,-1664,-13173,13610
tail,0,1592196761831,5480,276,16000,-1680,-14273,4784
tail,0,1592196761854,6948,-892,16836,-1664,-10607,11590
tail,0,1592196761904,4216,-4488,24692,-1648,-11371,9592
tail,0,1592196761954,1792,-1024,17292,-1680,-1313,1568
tail,0,1592196762004,3676,-56,14524,-1680,-5813,-113
tail,0,1592196762085,6688,-2608,18892,-1696,-3702,2329
tail,0,1592196762106,3316,-12,15184,-1664,-2244,2994
tail,0,1592196762164,3984,-856,17268,-1648,-3023,7664
tail,0,1592196762237,1388,-1744,17252,-1648,40,8480
tail,0,1592196762257,5544,-1032,17736,-1680,1255,2454
tail,0,1592196762306,-1632,-464,15788,-1680,-1294,3888
tail,0,1592196762355,4428,-636,16900,-1696,-2795,3728
tail,0,1592196762442,1328,-1396,17680,-1664,351,3244
tail,0,1592196762464,3192,-100,15416,-1680,-455,3959
tail,0,1592196762510,1308,-256,16196,-1616,-1661,2345
tail,0,1592196762559,-240,-1696,18460,-1664,-2264,3147
tail,0,1592196762605,268,-512,15072,-1680,-3514,520
tail,0,1592196762656,-1168,-1888,17376,-1664,-4965,947
tail,0,1592196762704,1416,-2116,16652,-1664,-4261,-603
tail,0,1592196762757,984,-2936,17960,-1664,-2022,510
tail,0,1592196762809,2048,-2096,15644,-1696,-2271,6
tail,0,1592196762855,-848,-3536,17956,-1680,-2546,1053
tail,0,1592196762905,-516,-2848,15944,-1648,-1753,1827
tail,0,1592196762960,500,-3772,17512,-1664,-2115,310
tail,0,1592196763004,-744,-3488,16768,-1664,197,-151
tail,0,1592196763054,360,-3272,16884,-1696,-844,-32
tail,0,1592196763109,172,-3156,16260,-1664,-422,166
tail,0,1592196763154,120,-3444,17060,-1680,280,-306
tail,0,1592196763204,544,-3264,16644,-1648,-301,-378
tail,0,1592196763254,124,-3040,16604,-1648,296,-136
tail,0,1592196763304,-204,-3108,16808,-1680,-1134,918
tail,0,1592196763356,640,-3332,16888,-1632,-794,384
tail,0,1592196763404,596,-3184,16432,-1632,-604,-19
tail,0,1592196763454,-256,-3248,16572,-1632,-483,199
tail,0,1592196763505,1048,-3312,16696,-1648,-913,926
tail,0,1592196763555,-400,-3516,16604,-1680,-814,79
tail,0,1592196763611,296,-3532,16948,-1680,-592,61
tail,0,1592196763656,168,-3488,16744,-1648,100,-167
tail,0,1592196763705,1236,-2996,15940,-1696,-356,-433
tail,0,1592196763754,-100,-3368,16608,-1664,-102,132
tail,0,1592196763804,20,-3608,17168,-1696,-500,181
tail,0,1592196763864,-176,-3440,16916,-1632,-443,388
tail,0,1592196763919,-420,-3548,16912,-1648,-26,60
tail,0,1592196763954,52,-3392,16652,-1648,-83,-460
tail,0,1592196764004,432,-3304,16592,-1664,-98,-210
tail,0,1592196764054,176,-3300,16768,-1648,209,243
tail,0,1592196764104,288,-3412,16724,-1648,-494,366
tail,0,1592196764156,216,-3160,16396,-1680,32,1
tail,0,1592196764204,8,-3288,16672,-1696,-177,-79
tail,0,1592196764254,256,-3292,16844,-1648,-396,223
tail,0,1592196764306,-200,-3172,16704,-1616,-266,66
tail,0,1592196764362,172,-3232,16512,-1680,-260,67
tail,0,1592196764428,776,-3228,16804,-1632,-200,69
tail,0,1592196764461,-92,-3096,16380,-1696,-271,240
tail,0,1592196764525,212,-3304,16840,-1696,-223,-35
tail,0,1592196764554,-56,-3136,16444,-1648,-332,-69
tail,0,1592196764607,160,-3088,16832,-1680,-212,-75
tail,0,1592196764654,456,-3116,16824,-1680,-397,214
tail,0,1592196764709,224,-3264,16808,-1664,-227,21
tail,0,1592196764754,608,-3008,16524,-1664,-339,-112
tail,0,1592196764808,308,-3000,16504,-1696,-158,160
tail,0,1592196764853,20,-3164,16684,-1680,-206,53
tail,0,1592196764909,120,-3220,16860,-1664,-109,-27
tail,0,1592196764954,116,-3032,16604,-1648,-374,77
tail,0,1592196765004,100,-2996,16572,-1680,-238,84
